acc,loss
0.5541545631563827,1.5604176094861535
0.7450442110639385,0.7454352650215955
0.7668784115938327,0.6995835343027502
0.7794873431863888,0.6707701024001207
0.7854885561975293,0.6356459826957889
0.7965971845373001,0.6048426434276549
0.7960545216586331,0.5978101404701791
0.804513678296677,0.5810042590629764
0.8070354646151882,0.5779707993918318
0.8003958246879689,0.5837613857858549
0.7980336450984774,0.5960691498547066
0.8080569476809142,0.5675188390220084
0.8042263861844415,0.5762225515474149
0.8159415200944872,0.5524889317954459
0.8093976442046796,0.5606321629469957
0.8132282057011524,0.5553858687237996
0.811855587831583,0.5467813383272992
0.8101318351581702,0.5566839822908727
0.8099722284291506,0.5596696807116996
0.8073227567274236,0.5709947415483676
0.8110256328406805,0.5521145952426321
0.81345165512178,0.5471923952180195
0.8169630031602132,0.5383228208960557
0.8133558910843681,0.5452109236058181
0.8122067226354263,0.5417951878493394
0.8141220033836627,0.5374462468837334
0.8189421266000575,0.5304331585643737
0.8148242729913493,0.5419140327267531
0.8166757110479778,0.535699859867251
0.8159734414402912,0.538637610954967
0.8162607335525266,0.5447616577148438
0.7948734318638874,0.6150244115813961
0.8186548344878221,0.5424641554917746
0.8188463625626456,0.5302404388179623
0.8140900820378587,0.549816100577998
0.8169949245060172,0.5328694165237551
0.8146965876081336,0.5336308052869347
0.8136751045424075,0.5368390587287221
0.8168033964311935,0.5322011311848959
0.8201232163948032,0.5244027114495998
0.8194209467871165,0.5313037158997078
0.8210808567689214,0.5242029205570377
0.8155903852906439,0.5369231061237615
0.8186229131420181,0.5365676259606834
0.813930475308839,0.5325755297653074
0.8171864525808408,0.528673435614361
0.8198040029367638,0.522095408866076
0.8180164075717432,0.5238916040436039
0.8229961375171577,0.5132831480444932
0.8220384971430396,0.5166724910581015
0.8216554409933923,0.5203129217876652
0.817601430076292,0.5214264412236408
0.8197720815909598,0.5202712082281346
0.8192932614039008,0.5140094602011084
0.8207297219650781,0.5091449458424638
0.8236026430874326,0.509866885053433
0.820761643310882,0.5133007018546748
0.8162926548983305,0.5230929366941375
0.8254860024898649,0.502456820108057
0.8252625530692373,0.5064348670525279
0.8237941711622562,0.5039627571416095
0.8263159574807674,0.494614484833508
0.8211766208063332,0.5051969822829332
0.8245602834615507,0.5005580002699441
0.8249752609570019,0.5050218473605024
0.8260925080601398,0.5010784428294112
0.8272097551632777,0.49466962736796555
0.8279439461167682,0.49330613671279533
0.8272416765090816,0.4958498574853913
0.8295400134069653,0.4880128875980532
0.8253583171066492,0.49522821690008895
0.8245922048073546,0.49695549941644435
0.8251667890318256,0.495851966423717
0.8267628563220225,0.49090507941517403
0.8273055192006895,0.49231437745133066
0.828103552845788,0.49041360374388654
0.8297953841733967,0.48448847949020263
0.8310083953139464,0.48069536782861727
0.828614294378651,0.48592922551845147
0.8265713282471989,0.4978390205197218
0.8287100584160628,0.48817660944248603
0.8224534746384907,0.5121621232691819
0.8303380470520637,0.490390312380907
0.8332748108660261,0.47627478498753495
0.8331790468286143,0.47646204630533856
0.8250071823028059,0.49243393564611915
0.8299230695566125,0.47658340330046367
0.8309445526223386,0.4830783440814755
0.8318064289590449,0.4781646418377636
0.8328598333705749,0.4760321950524803
0.8325725412583395,0.47397812013703633
0.8335940243240655,0.47639000125047637
0.8346474287355955,0.471645138128017
0.8327321479873592,0.4767811162684991
0.8350943275768506,0.47104353245680897
0.8357008331471255,0.46500858834119346
0.8353177769974782,0.46703881364527755
0.8377437992785776,0.471723944191041
0.8343282152775561,0.47359953469377225
0.8349347208478309,0.46965386615536076
0.8347751141188112,0.47178330460215
0.8368500015960673,0.4641048152272294
0.8345516646981836,0.46369630146801954
0.839116417148147,0.4573995078482279
0.8402336642512849,0.458048378548971
0.8382226194656367,0.45671441303036076
0.8342005298943403,0.46507284893252987
0.8368180802502634,0.4630791268697599
0.8383183835030484,0.4572518511516292
0.8366265521754397,0.45858792560856515
0.83857375426948,0.45772502868156123
0.838031091390813,0.46166843321265244
0.837552271203754,0.4580621176618871
0.8364350241006161,0.4611258157869665
0.8393398665687746,0.456924934697345
0.8389248890733233,0.45574734075282647
0.8408401698215596,0.4500068106302401
0.8393398665687746,0.44948332871848007
0.8414785967376385,0.4457747606727166
0.8407763271299518,0.45137535653463223
0.8416701248124621,0.4446385391359407
0.8409678552047755,0.44834102847711826
0.8414466753918345,0.44398448913078
0.8418935742330896,0.4469221161633003
0.842244709036933,0.4469579371010385
0.8435534842148945,0.4402474194038205
0.8390525744565391,0.45179308139211766
0.8424362371117566,0.44544589034910126
0.8472882816739554,0.4357616765712335
0.8431065853736394,0.4422087940743299
0.8447345740096402,0.4383614702922542
0.8435534842148945,0.44319214859629064
0.8452772368883072,0.4370689392089844
0.8455006863089348,0.43410954048963096
0.8452453155425033,0.43495649632399647
0.8463625626456411,0.43415116100776485
0.8465540907204647,0.43012814405487804
0.8442238324767772,0.436069364470195
0.8465540907204647,0.4319781171597116
0.8476074951319947,0.4297983743310944
0.8476394164777987,0.4301952889295128
0.8460114278417978,0.43149982235295986
0.8482140007022696,0.4246538984097116
0.8452772368883072,0.43304303797279914
0.8487885849267405,0.4257331165840955
0.8486928208893287,0.42394703190501143
0.8501292814505059,0.4207723043798431
0.8488205062725445,0.42618489459278136
0.8490758770389759,0.42117446031027694
0.8501931241421138,0.4201635655348863
0.8504165735627414,0.4197436386976785
0.8480543939732499,0.4210803954581904
0.8486928208893287,0.422222416575362
0.8504804162543493,0.41650452652597814
0.849554697226035,0.4209687147683244
0.8517891914323108,0.4173192280094798
0.8514699779742714,0.41775782515362997
0.8510230791330162,0.418827273981358
0.8492993264596035,0.4179052027260385
0.8510230791330162,0.4141239073218369
0.8511188431704281,0.41511814768721417
0.8513742139368595,0.41478077958269816
0.8511826858620359,0.414974677853468
0.8512784498994478,0.4133540828053544
0.8525872250774092,0.41103114926718115
0.8512146072078399,0.41194785513528964
0.8536406294889393,0.4099916907829967
0.852204168927762,0.4094354582995903
0.8550132473585086,0.4054924569478849
0.8526829891148211,0.40848504043206935
0.8523318543109778,0.40992141351467226
0.8535448654515274,0.4055176711663967
0.8530341239186644,0.40689611047264035
0.8530979666102723,0.40490576891395136
0.8546621125546653,0.40375093909783094
0.854853640629489,0.40265857107271025
0.8545663485172534,0.4019918674375953
0.8538960002553707,0.40247062745133066
0.8552686181249401,0.4013034231294461
0.8545982698630574,0.40248173039133955
0.8570562134899607,0.4019441061872777
0.8563220225364702,0.39802166698424796
0.8552686181249401,0.40082550048828125
0.8580776965556868,0.39930461480365537
0.8555878315829796,0.40082512832269435
0.8565773933029016,0.39982874800519247
0.8565454719570977,0.4011445704514418
0.856353943882274,0.3979689745399041
0.8566412359945095,0.39809963567470147
0.8556197529287835,0.39555625605389355
0.8556516742745874,0.39945031763092287
0.8566093146487056,0.39626275039300685
0.8564177865738819,0.39892063295938135
0.8553005394707441,0.39825265775851115
0.8561304944616465,0.3973545291559483
0.8556835956203913,0.3965450069768642
0.8565773933029016,0.39699014803258387
0.856353943882274,0.3985147553730786
0.8570562134899607,0.396636962890625
0.8563220225364702,0.39900771970671367
